164	162	a
159	150	a
158	151	a
156	157	a
151	148	a
149	145	a
143	146	a
153	136	a
158	150	a
147	153	a
157	156	a
141	144	a
149	151	a
147	151	a
144	138	a
153	152	a
147	149	a
162	151	a
151	150	a
155	151	a
136	147	a
152	145	a
152	154	a
156	164	a
153	137	a
158	158	a
159	154	a
144	135	a
145	136	a
156	152	a
141	153	a
149	154	a
147	144	a
155	150	a
143	150	a
156	153	a
155	149	a
151	136	a
146	146	a
141	144	a
153	151	a
138	140	a
141	154	a
143	147	a
150	154	a
153	147	a
157	146	a
151	150	a
140	138	a
147	149	a
153	155	a
156	151	a
147	164	a
150	149	a
156	146	a
152	137	a
151	141	a
148	154	a
149	141	a
156	154	a
148	160	a
150	158	a
148	148	a
153	149	a
152	151	a
153	162	a
150	148	a
149	157	a
150	143	a
141	135	a
149	141	a
162	148	a
155	149	a
154	148	a
155	141	a
155	158	a
157	158	a
155	144	a
163	148	a
143	154	a
149	156	a
150	148	a
146	148	a
139	144	a
163	157	a
154	147	a
144	157	a
144	157	a
154	158	a
149	151	a
141	149	a
149	141	a
144	154	a
156	156	a
160	157	a
134	140	a
153	160	a
153	149	a
146	146	a
157	158	a
147	141	a
138	146	a
142	143	a
156	155	a
154	138	a
156	150	a
153	150	a
156	149	a
139	139	a
149	164	a
146	145	a
150	145	a
158	161	a
147	156	a
152	142	a
138	145	a
144	141	a
157	153	a
145	140	a
157	151	a
148	157	a
153	147	a
140	145	a
155	150	a
151	150	a
161	151	a
147	171	a
149	150	a
143	157	a
162	161	a
149	149	a
142	155	a
154	143	a
151	152	a
148	153	a
155	156	a
157	154	a
146	147	a
151	139	a
149	149	a
144	143	a
152	142	a
160	145	a
143	152	a
159	152	a
151	147	a
149	147	a
144	136	a
146	144	a
150	153	a
151	137	a
148	143	a
155	146	a
158	163	a
155	150	a
149	133	a
152	144	a
153	155	a
143	146	a
150	149	a
147	148	a
152	154	a
161	151	a
149	147	a
139	157	a
160	156	a
160	152	a
148	145	a
146	149	a
156	151	a
151	153	a
152	150	a
154	151	a
142	142	a
158	154	a
161	151	a
142	146	a
157	160	a
159	161	a
136	141	a
151	157	a
153	160	a
149	152	a
153	159	a
155	138	a
152	154	a
153	152	a
147	155	a
157	155	a
149	147	a
153	152	a
157	152	a
147	152	a
149	158	a
151	148	a
150	152	a
142	139	a
155	153	a
139	155	a
149	148	a
139	144	a
